MonthlyCharge,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
137.439154,0,0,0,0,0,0,0,0,1,0
207.46728,1,0,1,1,1,1,0,1,1,0
149.974105,0,0,1,1,1,1,0,0,0,0
225.178625,0,0,1,0,1,1,1,1,1,1
232.637807,1,0,0,1,0,0,1,0,1,1
117.472036,1,1,1,0,0,0,0,1,1,0
137.469817,1,0,1,1,0,0,0,1,0,0
220.132293,1,0,1,0,0,0,1,0,1,1
124.960655,1,1,1,1,0,0,0,0,0,0
199.990219,1,1,1,1,1,1,1,1,1,0
159.947583,0,0,1,1,0,0,0,0,0,1
245.145743,0,0,0,0,1,1,1,0,1,1
255.155493,1,0,1,1,1,0,1,0,1,1
134.950905,1,1,1,0,0,1,0,0,0,0
159.947583,1,1,1,1,0,0,0,0,0,1
139.987503,0,0,1,1,1,0,0,1,0,0
179.947583,0,1,1,1,0,0,0,0,0,1
127.473844,0,1,0,0,0,1,1,0,0,0
232.637807,1,0,1,1,0,0,1,0,1,1
195.006206,1,1,1,1,1,1,1,1,0,0
267.642733,1,1,1,1,0,1,1,1,1,1
149.959755,0,1,1,0,1,0,0,0,0,1
220.114868,1,0,1,1,0,0,0,0,1,1
157.483594,0,0,1,1,0,0,1,0,0,0
127.474951,1,0,1,0,0,0,0,1,0,1
139.981577,0,0,1,0,0,1,1,0,1,0
255.133571,0,0,1,1,0,1,1,0,1,1
194.966286,0,0,1,1,0,1,1,0,0,1
179.965581,1,0,1,1,0,1,0,1,0,0
174.976769,1,1,0,1,0,0,1,1,1,0
187.609354,0,0,1,0,0,0,0,0,1,1
169.937833,0,1,1,0,0,1,0,0,0,1
115.002061,1,0,1,1,1,0,0,0,0,0
152.462354,0,1,1,1,1,0,0,0,1,0
207.609354,0,0,1,0,0,0,0,0,1,1
147.503078,1,0,1,1,0,1,1,0,0,0
200.118516,1,0,1,0,0,0,0,1,1,1
137.497825,0,0,1,1,1,1,0,0,0,0
134.980139,0,0,1,1,0,1,0,0,0,0
147.442069,0,1,1,0,0,0,0,0,0,1
197.494455,0,0,1,1,1,0,1,1,1,0
162.529926,0,0,1,1,1,1,1,1,0,0
210.151777,0,0,1,0,0,1,1,0,1,1
159.965581,0,0,1,1,0,1,0,1,0,0
190.173699,0,0,0,0,1,0,1,0,1,1
202.649979,0,0,1,0,1,0,1,0,1,1
134.950905,1,0,1,0,0,1,0,0,0,0
142.500692,0,0,1,0,1,1,1,1,0,0
114.997564,0,1,1,0,0,1,1,0,0,0
232.62403,1,1,1,1,0,0,0,1,1,1
242.628057,1,0,1,0,0,1,1,0,1,1
202.443347,1,1,0,1,0,1,0,0,0,1
124.993537,0,0,1,1,0,0,0,1,0,0
174.976769,0,0,1,1,0,0,1,1,1,0
225.145743,1,0,0,0,1,1,1,0,1,1
275.133571,0,0,1,1,0,1,1,0,1,1
287.642733,1,1,1,1,0,1,1,1,1,1
177.65076,1,0,1,0,1,0,0,0,1,1
220.114868,0,0,0,1,0,0,0,0,1,1
197.516854,1,0,1,1,1,1,1,1,0,1
194.974431,1,0,1,1,1,0,0,1,0,1
175.133074,0,0,1,0,0,0,0,0,1,1
147.478341,1,0,1,1,1,0,0,0,0,0
134.980139,0,1,1,1,0,1,0,0,0,0
157.483594,1,0,1,1,0,0,1,0,0,0
255.141716,1,0,1,1,1,0,0,1,1,1
137.439154,1,1,1,0,0,0,0,0,1,0
235.159141,1,0,1,0,1,0,1,1,1,1
147.460067,1,0,1,0,0,1,0,1,0,0
232.637807,0,0,1,1,0,0,1,0,1,1
137.439154,1,0,1,0,0,0,0,0,1,0
129.948316,0,1,1,0,0,0,0,1,1,0
242.632554,0,0,1,1,1,0,0,0,1,1
187.609354,0,0,1,0,0,0,0,0,1,1
232.652038,0,0,1,1,1,1,0,0,1,1
159.980465,0,0,1,1,0,0,0,1,0,1
159.947583,0,0,1,1,0,0,0,0,0,1
137.487242,0,0,1,0,0,0,1,1,0,0
245.131966,0,0,1,0,1,1,0,1,1,1
117.439154,1,0,1,0,0,0,0,0,1,0
209.993134,0,1,1,1,1,1,1,1,0,1
169.974105,0,0,1,1,1,1,0,0,0,0
197.470195,0,0,1,1,1,1,0,1,0,1
137.516476,1,0,1,1,0,0,1,1,0,0
207.475448,0,1,1,1,0,1,1,1,0,1
160.00128,0,0,1,1,1,0,1,0,0,0
147.478341,1,0,1,1,1,0,0,0,0,0
127.488728,1,0,1,0,0,0,1,0,0,1
139.981577,0,0,1,0,0,1,1,0,1,0
220.132293,0,1,1,0,0,0,1,0,1,1
214.952509,1,0,1,1,0,1,0,1,0,1
139.99789,0,0,1,0,0,0,1,1,0,1
270.160419,0,0,0,1,1,1,1,1,1,1
202.443347,1,0,1,1,0,1,0,0,0,1
172.47417,0,0,1,0,0,0,1,1,0,1
137.468388,0,1,1,1,0,0,0,0,1,0
104.962874,1,0,1,0,0,0,0,0,1,0
174.969934,1,0,1,0,0,1,1,1,0,1
139.99789,1,0,0,0,0,0,1,1,0,1
144.988941,0,1,1,0,1,0,1,1,1,0
114.997564,1,0,1,0,0,1,1,0,0,0
172.484753,1,0,1,1,1,1,0,0,0,1
124.97808,1,0,1,0,0,0,1,0,0,0
174.991856,0,1,1,0,1,0,1,1,0,1
92.488023,1,0,1,0,0,0,0,1,0,0
139.965008,1,0,1,0,0,0,1,0,0,1
192.470522,0,1,1,1,0,0,1,0,0,1
220.118516,0,1,1,0,0,0,0,1,1,1
232.622804,1,1,1,0,1,1,0,0,1,1
210.156274,1,0,1,1,1,0,0,0,1,1
114.972827,0,0,1,0,1,0,0,0,0,0
149.977753,0,1,1,0,1,1,0,1,0,0
184.985293,1,0,0,1,1,0,1,0,1,0
132.479779,0,0,1,0,1,0,1,0,1,0
190.12704,0,0,1,0,1,0,0,0,1,1
92.488023,1,0,1,0,0,0,0,1,0,0
220.114868,0,0,1,1,0,0,0,0,1,1
107.495766,1,0,1,0,1,0,1,0,0,0
169.967067,1,0,1,1,0,1,0,0,0,1
222.679213,1,0,1,1,1,0,1,0,1,1
200.132293,1,0,1,0,0,0,1,0,1,1
262.610632,0,1,1,1,0,1,0,0,1,1
152.495236,1,0,1,1,1,0,0,1,1,0
202.636202,0,0,1,0,1,0,0,1,1,1
127.478341,0,1,1,1,1,0,0,0,0,0
159.983006,0,0,1,0,0,1,1,1,0,0
124.960655,0,0,1,1,0,0,0,0,0,0
252.62403,1,0,1,1,0,0,0,1,1,1
104.97808,1,0,1,0,0,0,1,0,0,0
204.961033,0,1,1,1,1,1,0,0,0,1
245.145743,1,0,1,0,1,1,1,0,1,1
95.019486,0,1,1,0,1,0,1,0,0,0
169.937833,1,1,1,0,0,1,0,0,0,1
207.475448,1,1,1,1,0,1,1,1,0,1
114.983787,0,1,0,0,0,1,0,1,0,0
232.637807,1,0,1,1,0,0,1,0,1,1
225.131966,1,0,1,0,1,1,0,1,1,1
212.641455,1,0,1,0,0,0,1,1,1,1
152.495236,1,0,0,1,1,0,0,1,1,0
134.950905,1,0,1,0,0,1,0,0,0,0
200.132293,1,0,1,0,0,0,1,0,1,1
197.470195,1,0,1,1,1,1,0,1,0,1
192.456745,0,0,1,1,0,0,0,1,0,1
162.471255,0,1,1,0,0,0,1,1,1,0
222.660939,1,0,1,0,0,1,1,1,1,1
114.950905,1,0,1,0,0,1,0,0,0,0
182.446995,1,0,1,0,0,1,0,1,0,1
95.005709,1,1,1,0,1,0,0,1,0,0
172.456745,0,0,1,1,0,0,0,1,0,1
177.65076,1,0,1,0,1,0,0,0,1,1
207.638588,1,0,1,1,0,0,0,0,1,1
220.118516,0,0,1,0,0,0,0,1,1,1
137.468388,1,0,1,1,0,0,0,0,1,0
159.965008,1,0,1,0,0,0,1,0,0,1
182.465269,1,0,1,1,1,0,0,0,0,1
129.977753,1,0,1,0,1,1,0,1,0,0
112.484375,1,1,1,1,0,0,0,0,0,0
127.488728,0,0,1,0,0,0,1,0,0,1
162.471255,1,1,1,0,0,0,1,1,1,0
154.961766,1,0,0,0,1,1,0,1,1,0
194.976769,0,1,1,1,0,0,1,1,1,0
192.48852,1,0,1,1,0,1,1,1,0,0
162.452604,0,0,1,0,1,1,0,0,1,0
107.48056,0,0,1,0,1,0,0,0,1,0
142.482694,0,0,1,0,1,0,1,0,0,1
165.018175,0,1,1,1,1,0,1,1,1,0
125.007314,0,1,1,1,0,0,1,0,0,0
139.987503,0,1,1,1,1,0,0,1,0,0
112.455141,1,0,1,0,0,0,0,0,0,0
212.622804,0,1,1,0,1,1,0,0,1,1
182.460772,0,0,1,0,0,1,1,0,0,1
159.947583,1,0,1,1,0,0,0,0,0,1
245.145743,0,1,1,0,1,1,1,0,1,1
149.977753,1,0,1,0,1,1,0,1,0,0
184.967019,1,1,1,0,0,1,1,1,1,0
92.455141,0,0,1,0,0,0,0,0,0,0
149.944668,1,1,1,1,0,0,0,0,1,0
167.456419,0,1,1,1,0,1,0,0,0,0
197.516854,0,0,1,1,1,1,1,1,0,1
152.488401,0,0,1,0,1,1,0,1,0,1
162.482694,0,1,1,0,1,0,1,0,0,1
262.610632,0,0,1,1,0,1,0,0,1,1
190.173699,1,0,1,0,1,0,1,0,1,1
187.513939,1,1,0,1,1,1,1,1,1,0
212.641455,0,0,1,0,0,0,1,1,1,1
104.964303,1,1,1,0,0,0,0,1,0,0
232.637807,1,0,1,1,0,0,1,0,1,1
142.499263,0,0,1,0,1,1,1,0,1,0
277.63748,0,1,1,1,1,1,0,1,1,1
112.455141,0,0,1,0,0,0,0,0,0,0
220.118516,1,1,1,0,0,0,0,1,1,1
139.951231,1,0,1,0,0,0,0,1,0,1
184.978458,1,0,1,0,1,1,1,0,0,1
210.138,1,1,1,0,0,1,0,1,1,1
142.468917,1,0,1,0,1,0,0,1,0,1
160.00128,0,0,1,1,1,0,1,0,0,0
127.481989,1,0,1,0,1,0,0,1,0,0
162.452604,0,0,1,0,1,1,0,0,1,0
172.457857,0,1,1,0,0,1,1,0,1,0
255.155493,0,1,1,1,1,0,1,0,1,1
184.979684,0,0,1,1,0,0,1,1,0,1
175.006206,0,0,1,1,1,1,1,1,0,0
112.455141,0,0,1,0,0,0,0,0,0,0
194.958118,1,0,1,1,1,1,0,0,1,0
172.44408,0,0,1,0,0,1,0,1,1,0
200.165175,0,0,1,0,0,0,1,1,1,1
127.460067,0,1,1,0,0,1,0,1,0,0
147.478341,1,0,1,1,1,0,0,0,0,0
207.49737,1,0,1,1,1,0,1,1,0,1
169.937833,1,0,1,0,0,1,0,0,0,1
152.457857,0,0,1,0,0,1,1,0,1,0
162.460772,1,0,1,0,0,1,1,0,0,1
200.132293,0,0,1,0,0,0,1,0,1,1
182.460772,1,0,1,0,0,1,1,0,0,1
124.97808,1,0,1,0,0,0,1,0,0,0
230.105118,1,0,0,0,0,1,0,0,1,1
147.473844,1,0,1,0,0,1,1,0,0,0
142.482694,1,0,1,0,1,0,1,0,0,1
152.479779,1,0,1,0,1,0,1,0,1,0
105.010962,1,0,1,0,0,0,1,1,0,0
114.965789,0,0,1,0,0,0,0,0,0,1
184.978458,0,1,1,0,1,1,1,0,0,1
134.950905,1,0,1,0,0,1,0,0,0,0
182.490006,0,1,1,1,0,1,1,0,0,1
192.470522,1,0,0,1,0,0,1,0,0,1
149.962093,0,0,1,0,0,0,1,0,1,0
95.019486,1,1,1,0,1,0,1,0,0,0
245.174977,1,0,1,1,1,1,1,0,1,1
169.944668,0,0,1,1,0,0,0,0,1,0
207.49737,1,1,1,1,1,0,1,1,0,1
245.145743,0,1,1,0,1,1,1,0,1,1
127.478341,0,0,1,1,1,0,0,0,0,0
182.467607,0,1,0,1,0,0,1,0,1,0
267.642733,1,0,0,1,0,1,1,1,1,1
104.992311,0,1,1,0,1,1,0,0,0,0
164.978458,1,0,1,0,1,1,1,0,0,1
240.114868,0,0,0,1,0,0,0,0,1,1
124.960655,0,0,1,1,0,0,0,0,0,0
127.442069,0,0,1,0,0,0,0,0,0,1
169.992756,0,1,0,1,0,0,1,1,0,0
169.992756,1,0,0,1,0,0,1,1,0,0
179.979358,1,0,1,1,0,1,1,0,0,0
134.950905,0,0,1,0,0,1,0,0,0,0
192.440432,1,1,1,1,0,1,0,0,1,0
172.440432,1,0,1,1,0,1,0,0,1,0
212.669463,1,0,1,0,1,1,1,0,1,1
175.133074,1,0,1,0,0,0,0,0,1,1
159.965008,1,1,1,0,0,0,1,0,0,1
112.484375,0,0,1,1,0,0,0,0,0,0
179.965581,1,1,1,1,0,1,0,1,0,0
252.62403,1,0,1,1,0,0,0,1,1,1
95.005709,0,0,1,0,1,0,0,1,0,0
240.114868,1,0,1,1,0,0,0,0,1,1
105.010962,0,0,1,0,0,0,1,1,0,0
182.45383,1,1,1,1,0,0,0,1,1,0
149.944668,0,0,1,1,0,0,0,0,1,0
144.960655,1,0,0,1,0,0,0,0,0,0
187.609354,0,0,1,0,0,0,0,0,1,1
129.962093,0,1,1,0,0,0,1,0,1,0
129.976324,0,1,1,0,1,1,0,0,1,0
192.440432,1,1,1,1,0,1,0,0,1,0
172.44408,0,1,1,0,0,1,0,1,1,0
117.485813,0,1,1,0,0,0,1,0,1,0
159.965008,1,0,1,0,0,0,1,0,0,1
167.484705,1,1,0,0,1,1,1,1,1,0
129.962093,1,1,1,0,0,0,1,0,1,0
139.981577,0,0,1,0,0,1,1,0,1,0
124.97808,1,1,1,0,0,0,1,0,0,0
255.137219,1,1,1,0,0,1,1,1,1,1
230.105118,1,0,0,0,0,1,0,0,1,1
182.460772,0,0,1,0,0,1,1,0,0,1
255.155493,1,0,1,1,1,0,1,0,1,1
172.457857,1,0,1,0,0,1,1,0,1,0
137.483594,0,0,1,1,0,0,1,0,0,0
167.456419,1,1,1,1,0,1,0,0,0,0
127.495766,0,0,1,0,1,0,1,0,0,0
287.642733,1,0,1,1,0,1,1,1,1,1
167.456419,0,0,0,1,0,1,0,0,0,0
164.988941,0,0,1,0,1,0,1,1,1,0
242.632554,0,0,1,1,1,0,0,0,1,1
130.006414,0,0,0,0,1,0,1,0,0,1
257.63748,1,0,1,1,1,1,0,1,1,1
129.977753,0,0,1,0,1,1,0,1,0,0
232.622804,0,0,1,0,1,1,0,0,1,1
182.467607,1,1,1,1,0,0,1,0,1,0
220.132293,0,1,1,0,0,0,1,0,1,1
252.637807,1,0,1,1,0,0,1,0,1,1
142.452604,1,1,1,0,1,1,0,0,1,0
94.972827,0,0,1,0,1,0,0,0,0,0
210.105118,1,0,1,0,0,1,0,0,1,1
92.455141,1,0,1,0,0,0,0,0,0,0
194.969934,1,0,1,0,0,1,1,1,0,1
129.977753,0,0,1,0,1,1,0,1,0,0
242.628057,0,0,1,0,0,1,1,0,1,1
197.48762,0,0,0,0,1,1,1,1,0,1
242.610632,0,1,1,1,0,1,0,0,1,1
139.934918,0,0,1,0,0,1,0,0,1,0
112.455141,1,1,1,0,0,0,0,0,0,0
182.490006,1,0,1,1,0,1,1,0,0,1
149.988989,0,0,1,1,1,0,0,0,0,1
107.495766,1,0,1,0,1,0,1,0,0,0
92.455141,0,0,1,0,0,0,0,0,0,0
225.145743,0,1,1,0,1,1,1,0,1,1
232.62403,1,1,1,1,0,0,0,1,1,1
207.638588,1,0,1,1,0,0,0,0,1,1
175.133074,0,1,1,0,0,0,0,0,1,1
242.628057,0,0,1,0,0,1,1,0,1,1
184.964681,1,0,1,0,1,1,0,1,0,1
182.443347,0,0,1,1,0,1,0,0,0,1
117.485813,0,0,1,0,0,0,1,0,1,0
139.99789,1,0,1,0,0,0,1,1,0,1
149.937833,1,0,1,0,0,1,0,0,0,1
157.469817,1,0,1,1,0,0,0,1,0,0
152.510442,1,0,1,1,1,0,1,1,0,0
139.99789,0,0,1,0,0,0,1,1,0,1
139.951231,0,0,1,0,0,0,0,1,0,1
117.439154,0,0,1,0,0,0,0,0,1,0
235.137219,1,0,1,0,0,1,1,1,1,1
149.977753,1,0,1,0,1,1,0,1,0,0
149.991327,0,0,1,1,0,0,1,0,1,0
149.97755,1,0,1,1,0,0,0,1,1,0
172.456745,1,0,1,1,0,0,0,1,0,1
137.439154,0,1,1,0,0,0,0,0,1,0
197.494455,0,0,1,1,1,0,1,1,1,0
204.961033,1,1,1,1,1,1,0,0,0,1
162.482694,1,1,1,0,1,0,1,0,0,1
159.964152,1,0,1,1,0,1,0,0,1,0
169.974105,1,0,1,1,1,1,0,0,0,0
129.959755,1,0,1,0,1,0,0,0,0,1
119.989722,0,1,1,0,1,0,0,1,1,0
179.947583,0,0,1,1,0,0,0,0,0,1
167.456419,0,0,1,1,0,1,0,0,0,0
240.114868,0,0,0,1,0,0,0,0,1,1
194.976769,0,0,1,1,0,0,1,1,1,0
245.146969,1,0,1,1,0,0,1,1,1,1
139.987503,0,0,1,1,1,0,0,1,0,0
197.483972,0,1,1,1,1,1,1,0,0,1
190.173699,1,1,1,0,1,0,1,0,1,1
197.470195,1,0,1,1,1,1,0,1,0,1
149.974105,1,1,1,1,1,1,0,0,0,0
204.979684,1,0,0,1,0,0,1,1,0,1
152.502178,1,1,1,0,1,1,1,0,0,1
225.131966,1,0,1,0,1,1,0,1,1,1
202.636202,1,1,1,0,1,0,0,1,1,1
